"chamber","state","siteid","stream","year","month","date","processname","process","blanktype","chamber_size","origilsubstrate","substrate","test","amended_unamended","blank_not","air_not","light_dark","surface_area","temp_initial","temp_final","hour_rate","mean_blank_rate","mean_blank_rate_NAzero","correctedflux","correctedflux_nonegs"
"4","WY","Blacktail Deer Creek 2019-07-30","Blacktail Deer Creek",2019,"July",2019-07-30,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,14.3,16.5,NA,NA,0,NA,NA
"7","WY","Blacktail Deer Creek 2019-07-30","Blacktail Deer Creek",2019,"July",2019-07-30,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,15.2,16.9,NA,NA,0,NA,NA
"6","WY","Blacktail Deer Creek 2019-07-30","Blacktail Deer Creek",2019,"July",2019-07-30,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,15.1,16.4,NA,NA,0,NA,NA
"11","WY","Blacktail Deer Creek 2019-07-30","Blacktail Deer Creek",2019,"July",2019-07-30,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,16.2,16.8,NA,NA,0,NA,NA
"5","AK","Caribou Creek 2019-07-09","Caribou Creek",2019,"July",2019-07-09,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,6.2,8.2,-0.4078971498,NA,0,-3550.24934617473,0
"7","AK","Caribou Creek 2019-07-09","Caribou Creek",2019,"July",2019-07-09,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,6.9,7.9,-0.3102031856,NA,0,-2699.94202557607,0
"3","AK","Caribou Creek 2019-07-09","Caribou Creek",2019,"July",2019-07-09,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,6,7.9,-0.09970885495,-0.3291808577,-0.3291808577,1997.27511733791,1997.27511733791
"11","AK","Caribou Creek 2019-07-09","Caribou Creek",2019,"July",2019-07-09,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,6.8,7.7,-0.1629887797,-0.3291808577,-0.3291808577,1446.50021837176,1446.50021837176
"4","AK","Poker Creek 2019-07-10","Poker Creek",2019,"July",2019-07-10,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,7.9,9,0.1117386243,NA,0,972.549031190948,972.549031190948
"5","AK","Poker Creek 2019-07-10","Poker Creek",2019,"July",2019-07-10,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,7.6,9,0.1029287045,NA,0,895.869377937333,895.869377937333
"9","AK","Poker Creek 2019-07-10","Poker Creek",2019,"July",2019-07-10,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,7.8,9,-0.04129094665,NA,0,-359.387547618256,0
"1","AK","Poker Creek 2019-07-10","Poker Creek",2019,"July",2019-07-10,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,8.1,9.1,-0.4925100332,-0.2273226256,-0.2273226256,-2308.1343444231,0
"7","AK","Poker Creek 2019-07-10","Poker Creek",2019,"July",2019-07-10,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,8.1,8.9,-0.4139203968,-0.2273226256,-0.2273226256,-1624.10699737736,0
"10","AK","Poker Creek 2019-07-10","Poker Creek",2019,"July",2019-07-10,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,8.3,8.9,-0.04698637507,-0.2273226256,-0.2273226256,1569.60806382113,1569.60806382113
"5","MI","Pilgrim River 2019-06-13","Pilgrim River",2019,"June",2019-06-13,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,13.5,14.7,-0.2514547639,-0.5701452228,-0.5701452228,2773.81343286319,2773.81343286319
"9","MI","Pilgrim River 2019-06-13","Pilgrim River",2019,"June",2019-06-13,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,13.2,15.6,-0.1341878843,-0.5701452228,-0.5701452228,3794.47921302857,3794.47921302857
"16","MI","Pilgrim River 2019-06-13","Pilgrim River",2019,"June",2019-06-13,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,13.6,15.9,-0.03636043994,-0.5701452228,-0.5701452228,4645.94831632417,4645.94831632417
"4","MI","Pilgrim River 2019-06-13","Pilgrim River",2019,"June",2019-06-13,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,13.8,15.7,-0.263418765,-0.229394041,-0.229394041,-296.143903417821,0
"10","MI","Pilgrim River 2019-06-13","Pilgrim River",2019,"June",2019-06-13,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,14.5,15.3,-0.04466556872,-0.229394041,-0.229394041,1607.83702032116,1607.83702032116
"11","MI","Pilgrim River 2019-06-13","Pilgrim River",2019,"June",2019-06-13,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,13.7,15.6,-0.3509297201,-0.229394041,-0.229394041,-1057.82049586088,0
"15","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,21.7,22,-0.000738169515,-0.03886750283,-0.03886750283,331.869542942458,331.869542942458
"18","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,21.7,22.2,0.02835983686,-0.03886750283,-0.03886750283,585.13235235038,585.13235235038
"23","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,21.6,22.7,-0.3011012022,-0.002455843375,-0.002455843375,-2599.34517911303,0
"24","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,21.5,22.4,-0.000263140392,-0.002455843375,-0.002455843375,19.0848166886385,19.0848166886385
"21","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,17.3,21.7,-0.4701471863,-0.5088184609,-0.5088184609,336.586483704803,336.586483704803
"22","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,18.3,22.2,-0.2743994317,-0.5088184609,-0.5088184609,2040.33297500677,2040.33297500677
"31","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,17.9,23,-0.1557945585,-0.5088184609,-0.5088184609,3072.6443646252,3072.6443646252
"19","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,20,22.6,-0.359616709,-0.4561579403,-0.4561579403,840.274180561898,840.274180561898
"23","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,20.6,22.8,-0.7477107483,-0.4561579403,-0.4561579403,-2537.61313724533,0
"27","CO","Arikaree River 2019-05-24","Arikaree River",2019,"May",2019-05-24,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,19.8,23.5,-0.9094873918,-0.4561579403,-0.4561579403,-3945.68236031745,0
"6","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,11.9,12.9,-0.4225086066,-0.2577210198,-0.2577210198,-1434.27582806418,0
"10","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,12,13,-0.3352706631,-0.2577210198,-0.2577210198,-674.975470058822,0
"11","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,12.1,13,0.02155025219,-0.2577210198,-0.2577210198,2430.71728075086,2430.71728075086
"2","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,12.3,13.3,-0.2427359175,NA,0,-2112.72138778132,0
"5","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,12,13,-0.05196763917,NA,0,-452.315190424841,0
"16","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,12,13.2,-0.3326070658,NA,0,-2894.94059585495,0
"7","AZ","Sycamore Creek 2019-05-14","Sycamore Creek",2019,"May",2019-05-14,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,26.7,26.6,-0.2224727325,-0.5244491121,-0.5244491121,2628.33766982873,2628.33766982873
"8","AZ","Sycamore Creek 2019-05-14","Sycamore Creek",2019,"May",2019-05-14,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,25.4,26.2,-0.3879279825,-0.5244491121,-0.5244491121,1188.25064440653,1188.25064440653
"3","AZ","Sycamore Creek 2019-05-14","Sycamore Creek",2019,"May",2019-05-14,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,26.6,26.9,-0.01736769428,NA,0,-151.164687697292,0
"10","AZ","Sycamore Creek 2019-05-14","Sycamore Creek",2019,"May",2019-05-14,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,26.3,27.1,-0.5463409627,NA,0,-4755.23461383634,0
"20","AZ","Wet Beaver Creek 2019-05-16","Wet Beaver Creek",2019,"May",2019-05-16,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,19,20.8,0.03426040404,NA,0,298.195211960493,298.195211960493
"24","AZ","Wet Beaver Creek 2019-05-16","Wet Beaver Creek",2019,"May",2019-05-16,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,18.9,21.5,-0.3611835782,NA,0,-3143.66443350323,0
"16","AZ","Wet Beaver Creek 2019-05-16","Wet Beaver Creek",2019,"May",2019-05-16,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,19.4,20.3,-0.5823629753,-0.5036270835,-0.5036270835,-685.300322692851,0
"22","AZ","Wet Beaver Creek 2019-05-16","Wet Beaver Creek",2019,"May",2019-05-16,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,19.5,20.4,-0.2606853682,-0.5036270835,-0.5036270835,2114.51260771323,2114.51260771323
"4","MI","Pilgrim River 2019-09-09","Pilgrim River",2019,"September",2019-09-09,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,12.9,14.6,0.01821465015,0.02205953745,0.02205953745,-33.4650747857237,0
"7","MI","Pilgrim River 2019-09-09","Pilgrim River",2019,"September",2019-09-09,"denitrification_amended","denitrification","small Sediment","small","Sediment","Sediment","DA","amended","not","not","Dark",0.003216991,13,14.8,-0.6305003429,0.02205953745,0.02205953745,-5679.74130166979,0
"1","MI","Pilgrim River 2019-09-09","Pilgrim River",2019,"September",2019-09-09,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,13.7,14.7,0.2254062623,0.03624142874,0.03624142874,1646.45015782761,1646.45015782761
"12","MI","Pilgrim River 2019-09-09","Pilgrim River",2019,"September",2019-09-09,"denitrification_unamended","denitrification","small Sediment","small","Sediment","Sediment","DU","unamended","not","not","Dark",0.003216991,13.8,14.4,-0.161557287,0.03624142874,0.03624142874,-1721.59761737599,0
"10","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","air","amended","not","Air","Dark",0.005798578,21.5,21.9,0.04630124325,-0.03886750283,-0.03886750283,411.260293513341,411.260293513341
"21","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.005226187,18.6,18.8,1.364931194,0.1671443952,0.1671443952,6417.30392854293,6417.30392854293
"22","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.004618068,19.1,18.6,0.1687557477,0.1671443952,0.1671443952,9.76985830438198,9.76985830438198
"19","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.008249891,18.1,18.8,0.2762114955,0.05951764554,0.05951764554,735.45551073099,735.45551073099
"24","WI","Black Earth Creek 2017-08-08","Black Earth Creek",2017,"August",2017-08-08,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.00422305,18.7,18.5,0.01376854658,0.05951764554,0.05951764554,-303.329293018079,0
"35","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.006764676,15.5,16.9,0.7927985656,0.07164620902,0.07164620902,2984.95685295792,2984.95685295792
"41","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.005466576,15.1,17,0.2377032376,0.07164620902,0.07164620902,850.550106728599,850.550106728599
"42","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.005054666,15.2,17.3,0.1891681153,0.07164620902,0.07164620902,651.005106141533,651.005106141533
"31","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.006785467,15.3,16.7,0.327306033,0.1284939145,0.1284939145,820.391480497952,820.391480497952
"32","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.008478585,15.1,16.6,0.2544632336,0.1284939145,0.1284939145,416.005847060565,416.005847060565
"36","WI","Brewery Creek 2017-08-11","Brewery Creek",2017,"August",2017-08-11,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.004884445,15.3,17.1,0.1220091258,0.1284939145,0.1284939145,-37.1739437336278,0
"2","UT","1300 E Red Butte Creek 2017-07-19","1300 E Red Butte Creek",2017,"July",2017-07-19,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.005866791,18.4,18.9,0.06995259983,0.004702380317,0.004702380317,311.41490234849,311.41490234849
"14","UT","1300 E Red Butte Creek 2017-07-19","1300 E Red Butte Creek",2017,"July",2017-07-19,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.007766514,18,18.7,0.344466156,0.004702380317,0.004702380317,1224.92352671018,1224.92352671018
"7","UT","1300 E Red Butte Creek 2017-07-19","1300 E Red Butte Creek",2017,"July",2017-07-19,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.005619905,18.1,18.6,0.007830662478,-0.003689706966,-0.003689706966,57.3978286878515,57.3978286878515
"13","UT","1300 E Red Butte Creek 2017-07-19","1300 E Red Butte Creek",2017,"July",2017-07-19,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.017431451,18.1,19,0.01285193241,-0.003689706966,-0.003689706966,26.5707027216495,26.5707027216495
"18","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.007863969,13,13.1,0.004305735912,0.07840284435,0.07840284435,-263.825942887618,0
"19","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.005139127,14,12.7,-0.008915152052,0.07840284435,0.07840284435,-475.743039480441,0
"20","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.005735552,13.3,12.6,0.003894325037,0,0,19.0114397072854,19.0114397072854
"21","UT","Lower Knowton Fork Red Butte Creek 2017-07-18","Lower Knowton Fork Red Butte Creek",2017,"July",2017-07-18,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.006246216,13.1,12.2,-0.0150553249,0,0,-67.4887159201667,0
"13","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.00325092,15.9,19.6,0,0,0,0,0
"19","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.005593479,15.5,19.1,0.07570301906,0,0,378.956376466239,378.956376466239
"16","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.002815358,15.7,18.9,0.02351667648,0.01427963761,0.01427963761,91.8665009423313,91.8665009423313
"22","ID","South Fork Mink Creek 2017-07-27","South Fork Mink Creek",2017,"July",2017-07-27,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.004147998,15.7,19.2,0,0.01427963761,0.01427963761,-96.3910428789985,0
"22","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.00399026,24.2,26.1,0.1027985279,0.5537906903,0.5537906903,-3164.6510621363,0
"27","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.00454308,24.1,28.3,2.103603946,0.5537906903,0.5537906903,9551.83953608565,9551.83953608565
"24","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.00719714,24.1,26.1,0.04662730434,-0.5832525406,-0.5832525406,2450.50612581109,2450.50612581109
"25","NC","Eno River 2017-06-04","Eno River",2017,"June",2017-06-04,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.00392869,24.1,27,NA,-0.5832525406,-0.5832525406,NA,NA
"A1","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.00679759,22.4,25.4,0.06345975775,0,0,261.39752721185,261.39752721185
"A2","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Light",0.00445138,22.4,24.6,-0.1261260991,0,0,-793.356391680782,0
"A3","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.00739757,22.4,24.6,0.006512945546,0.005113463675,0.005113463675,5.29707625449979,5.29707625449979
"A4","NC","New Hope Creek 2017-06-03","New Hope Creek",2017,"June",2017-06-03,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Light",0.0074015,22.4,24.6,0.0167004645,0.005113463675,0.005113463675,43.8338205904209,43.8338205904209
"21","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.008295296,22.6,23.4,0.02851846898,0,0,96.2614391867391,96.2614391867391
"22","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006619492,22.6,23.5,0.08526655611,0,0,360.671720893386,360.671720893386
"19","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.009719926,22.5,23.7,0,0,0,0,0
"24","NH","Dowst Cate Forest 2018-08-10","Dowst Cate Forest",2018,"August",2018-08-10,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.008611881,22.6,23.5,0,0,0,0,0
"13","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.007932223,19.7,20.9,0,0.01289884811,0.01289884811,-45.5317187981225,0
"23","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.00858899,19.8,20.7,0.138522217,0.01289884811,0.01289884811,409.530611738982,409.530611738982
"19","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.00738797,19.8,20.9,0,0,0,0,0
"21","MA","Hop Brook 2018-08-15","Hop Brook",2018,"August",2018-08-15,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.004237584,19.8,20.7,0.01022971919,0,0,67.5932647754003,67.5932647754003
"9","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.005547192,21,21.1,0.9125662949,0.009317906446,0.009317906446,4559.23553334949,4559.23553334949
"12","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.004666706,20.6,21,0.00672381446,0.009317906446,0.009317906446,-15.5644207301681,0
"18","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006192184,20.8,20.9,0.08386351354,0.009317906446,0.009317906446,337.082521874673,337.082521874673
"13","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.007920448,21.6,20.8,0.009167540179,0.01584162647,0.01584162647,-23.593919958568,0
"15","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.01094393,21.2,21.1,0.3469827572,0.01584162647,0.01584162647,847.223224238459,847.223224238459
"17","NH","Wednesday Hill Brook 2018-08-09","Wednesday Hill Brook",2018,"August",2018-08-09,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.003494469,20.8,20.9,0.1581397377,0.01584162647,0.01584162647,1140.1867106104,1140.1867106104
"7","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.004417645,18.2,19.8,-0.002744000606,-0.01046933285,-0.01046933285,48.9648450321382,48.9648450321382
"9","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.004433469,18.3,20.1,0.03079480283,-0.01046933285,-0.01046933285,260.607618783395,260.607618783395
"1","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.006644929,18.5,19.7,0.00331149586,0,0,13.9537810080439,13.9537810080439
"6","MI","Pilgrim River 2018-07-17","Pilgrim River",2018,"July",2018-07-17,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.002798281,18.2,19.8,0.009610554324,0,0,96.1645814240957,96.1645814240957
"24","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.007510788,25.9,26.3,0.3339869556,0,0,1245.09369147418,1245.09369147418
"28","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006346882,24.7,26.1,0.1248049123,0,0,550.591226432128,550.591226432128
"25","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.00739493,25,26.1,0.06781224339,0,0,256.762784085853,256.762784085853
"27","FL","Alexander Springs 2018-06-02","Alexander Springs",2018,"June",2018-06-02,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.007323018,24,26,0.2789063633,0,0,1066.41526381609,1066.41526381609
"8","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.014553173,23.7,24,0.3553373933,0,0,683.661701293594,683.661701293594
"9","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.00801374,23.6,23.8,0.2042086829,0,0,713.504945406265,713.504945406265
